Data,IBOV
15/12/2020 00:00:00,"116146,00"
16/12/2020 00:00:00,"117947,00"
17/12/2020 00:00:00,"118157,00"
18/12/2020 00:00:00,"117679,00"
21/12/2020 00:00:00,"116016,00"
22/12/2020 00:00:00,"116348,00"
23/12/2020 00:00:00,"117857,00"
28/12/2020 00:00:00,"119051,00"
29/12/2020 00:00:00,"119475,00"
30/12/2020 00:00:00,"119306,00"
04/01/2021 00:00:00,"118558,00"
05/01/2021 00:00:00,"119223,00"
06/01/2021 00:00:00,"119851,00"
07/01/2021 00:00:00,"121956,00"
08/01/2021 00:00:00,"125077,00"
11/01/2021 00:00:00,"122807,00"
12/01/2021 00:00:00,"123998,00"
13/01/2021 00:00:00,"122040,00"
14/01/2021 00:00:00,"123481,00"
15/01/2021 00:00:00,"120502,00"
18/01/2021 00:00:00,"121242,00"
19/01/2021 00:00:00,"120673,00"
20/01/2021 00:00:00,"119708,00"
21/01/2021 00:00:00,"118443,00"
22/01/2021 00:00:00,"117172,00"
26/01/2021 00:00:00,"116464,00"
27/01/2021 00:00:00,"115882,00"
28/01/2021 00:00:00,"119314,00"
29/01/2021 00:00:00,"116007,00"
01/02/2021 00:00:00,"117365,00"
02/02/2021 00:00:00,"118234,00"
03/02/2021 00:00:00,"119725,00"
04/02/2021 00:00:00,"119261,00"
05/02/2021 00:00:00,"119925,00"
08/02/2021 00:00:00,"119516,00"
09/02/2021 00:00:00,"119429,00"
10/02/2021 00:00:00,"118430,00"
11/02/2021 00:00:00,"119235,00"
12/02/2021 00:00:00,"119116,00"
17/02/2021 00:00:00,"120391,00"
18/02/2021 00:00:00,"119140,00"
19/02/2021 00:00:00,"118748,00"
22/02/2021 00:00:00,"112668,00"
23/02/2021 00:00:00,"115227,00"
24/02/2021 00:00:00,"115668,00"
25/02/2021 00:00:00,"112256,00"
26/02/2021 00:00:00,"110035,00"
01/03/2021 00:00:00,"110335,00"
02/03/2021 00:00:00,"111540,00"
03/03/2021 00:00:00,"111184,00"
04/03/2021 00:00:00,"112690,00"
05/03/2021 00:00:00,"115202,00"
08/03/2021 00:00:00,"110612,00"
09/03/2021 00:00:00,"111331,00"
10/03/2021 00:00:00,"112776,00"
11/03/2021 00:00:00,"114984,00"
12/03/2021 00:00:00,"114160,00"
15/03/2021 00:00:00,"114851,00"
16/03/2021 00:00:00,"114019,00"
17/03/2021 00:00:00,"116549,00"
18/03/2021 00:00:00,"114835,00"
19/03/2021 00:00:00,"116222,00"
22/03/2021 00:00:00,"114979,00"
23/03/2021 00:00:00,"113262,00"
24/03/2021 00:00:00,"112064,00"
25/03/2021 00:00:00,"113750,00"
26/03/2021 00:00:00,"114781,00"
29/03/2021 00:00:00,"115419,00"
30/03/2021 00:00:00,"116850,00"
31/03/2021 00:00:00,"116634,00"
01/04/2021 00:00:00,"115253,00"
05/04/2021 00:00:00,"117518,00"
06/04/2021 00:00:00,"117499,00"
07/04/2021 00:00:00,"117624,00"
08/04/2021 00:00:00,"118313,00"
09/04/2021 00:00:00,"117670,00"
12/04/2021 00:00:00,"118812,00"
13/04/2021 00:00:00,"119297,00"
14/04/2021 00:00:00,"120295,00"
15/04/2021 00:00:00,"120701,00"
16/04/2021 00:00:00,"121114,00"
19/04/2021 00:00:00,"120934,00"
20/04/2021 00:00:00,"120062,00"
22/04/2021 00:00:00,"119371,00"
23/04/2021 00:00:00,"120530,00"
26/04/2021 00:00:00,"120595,00"
27/04/2021 00:00:00,"119388,00"
28/04/2021 00:00:00,"121053,00"
29/04/2021 00:00:00,"120066,00"
30/04/2021 00:00:00,"118894,00"
03/05/2021 00:00:00,"119209,00"
04/05/2021 00:00:00,"117712,00"
05/05/2021 00:00:00,"119564,00"
06/05/2021 00:00:00,"119921,00"
07/05/2021 00:00:00,"122038,00"
10/05/2021 00:00:00,"121909,00"
11/05/2021 00:00:00,"122964,00"
12/05/2021 00:00:00,"119710,00"
13/05/2021 00:00:00,"120706,00"
14/05/2021 00:00:00,"121881,00"
17/05/2021 00:00:00,"122938,00"
18/05/2021 00:00:00,"122980,00"
19/05/2021 00:00:00,"122636,00"
20/05/2021 00:00:00,"122701,00"
21/05/2021 00:00:00,"122592,00"
24/05/2021 00:00:00,"124032,00"
25/05/2021 00:00:00,"122988,00"
26/05/2021 00:00:00,"123989,00"
27/05/2021 00:00:00,"124367,00"
28/05/2021 00:00:00,"125561,00"
31/05/2021 00:00:00,"126216,00"
01/06/2021 00:00:00,"128267,00"
02/06/2021 00:00:00,"129601,00"
04/06/2021 00:00:00,"130126,00"
07/06/2021 00:00:00,"130776,00"
08/06/2021 00:00:00,"129787,00"
09/06/2021 00:00:00,"129907,00"
10/06/2021 00:00:00,"130076,00"
11/06/2021 00:00:00,"129441,00"
14/06/2021 00:00:00,"130208,00"
15/06/2021 00:00:00,"130091,00"
16/06/2021 00:00:00,"129259,00"
17/06/2021 00:00:00,"128057,00"
18/06/2021 00:00:00,"128405,00"
21/06/2021 00:00:00,"129265,00"
22/06/2021 00:00:00,"128767,00"
23/06/2021 00:00:00,"128428,00"
24/06/2021 00:00:00,"129514,00"
25/06/2021 00:00:00,"127256,00"
28/06/2021 00:00:00,"127429,00"
29/06/2021 00:00:00,"127327,00"
30/06/2021 00:00:00,"126802,00"
01/07/2021 00:00:00,"125666,00"
02/07/2021 00:00:00,"127622,00"
05/07/2021 00:00:00,"126920,00"
06/07/2021 00:00:00,"125095,00"
07/07/2021 00:00:00,"127019,00"
08/07/2021 00:00:00,"125428,00"
12/07/2021 00:00:00,"127594,00"
13/07/2021 00:00:00,"128168,00"
14/07/2021 00:00:00,"128407,00"
15/07/2021 00:00:00,"127468,00"
16/07/2021 00:00:00,"125960,00"
19/07/2021 00:00:00,"124395,00"
20/07/2021 00:00:00,"125401,00"
21/07/2021 00:00:00,"125929,00"
22/07/2021 00:00:00,"126147,00"
23/07/2021 00:00:00,"125053,00"
26/07/2021 00:00:00,"126004,00"
27/07/2021 00:00:00,"124612,00"
28/07/2021 00:00:00,"126286,00"
29/07/2021 00:00:00,"125675,00"
30/07/2021 00:00:00,"121801,00"
02/08/2021 00:00:00,"122516,00"
03/08/2021 00:00:00,"123577,00"
04/08/2021 00:00:00,"121801,00"
05/08/2021 00:00:00,"121633,00"
06/08/2021 00:00:00,"122810,00"
09/08/2021 00:00:00,"123019,00"
10/08/2021 00:00:00,"122202,00"
11/08/2021 00:00:00,"122056,00"
12/08/2021 00:00:00,"120701,00"
13/08/2021 00:00:00,"121194,00"
16/08/2021 00:00:00,"119180,00"
17/08/2021 00:00:00,"117904,00"
18/08/2021 00:00:00,"116643,00"
19/08/2021 00:00:00,"117165,00"
20/08/2021 00:00:00,"118053,00"
23/08/2021 00:00:00,"117472,00"
24/08/2021 00:00:00,"120211,00"
25/08/2021 00:00:00,"120818,00"
26/08/2021 00:00:00,"118724,00"
27/08/2021 00:00:00,"120678,00"
30/08/2021 00:00:00,"119740,00"
31/08/2021 00:00:00,"118781,00"
01/09/2021 00:00:00,"119396,00"
02/09/2021 00:00:00,"116677,00"
03/09/2021 00:00:00,"116933,00"
06/09/2021 00:00:00,"117869,00"
08/09/2021 00:00:00,"113413,00"
09/09/2021 00:00:00,"115361,00"
10/09/2021 00:00:00,"114286,00"
13/09/2021 00:00:00,"116404,00"
14/09/2021 00:00:00,"116181,00"
15/09/2021 00:00:00,"115063,00"
16/09/2021 00:00:00,"113794,00"
17/09/2021 00:00:00,"111439,00"
20/09/2021 00:00:00,"108844,00"
21/09/2021 00:00:00,"110250,00"
22/09/2021 00:00:00,"112282,00"
23/09/2021 00:00:00,"114064,00"
24/09/2021 00:00:00,"113283,00"
27/09/2021 00:00:00,"113583,00"
28/09/2021 00:00:00,"110124,00"
29/09/2021 00:00:00,"111107,00"
30/09/2021 00:00:00,"110979,00"
01/10/2021 00:00:00,"112900,00"
04/10/2021 00:00:00,"110393,00"
05/10/2021 00:00:00,"110458,00"
06/10/2021 00:00:00,"110560,00"
07/10/2021 00:00:00,"110585,00"
08/10/2021 00:00:00,"112833,00"
11/10/2021 00:00:00,"112180,00"
13/10/2021 00:00:00,"113456,00"
14/10/2021 00:00:00,"113185,00"
15/10/2021 00:00:00,"114648,00"
18/10/2021 00:00:00,"114428,00"
19/10/2021 00:00:00,"110673,00"
20/10/2021 00:00:00,"110786,00"
21/10/2021 00:00:00,"107735,00"
22/10/2021 00:00:00,"106296,00"
25/10/2021 00:00:00,"108715,00"
26/10/2021 00:00:00,"106420,00"
27/10/2021 00:00:00,"106363,00"
28/10/2021 00:00:00,"105705,00"
29/10/2021 00:00:00,"103501,00"
01/11/2021 00:00:00,"105551,00"
03/11/2021 00:00:00,"105617,00"
04/11/2021 00:00:00,"103412,00"
05/11/2021 00:00:00,"104824,00"
08/11/2021 00:00:00,"104781,00"
09/11/2021 00:00:00,"105535,00"
10/11/2021 00:00:00,"105968,00"
11/11/2021 00:00:00,"107725,00"
12/11/2021 00:00:00,"106312,00"
16/11/2021 00:00:00,"104508,00"
17/11/2021 00:00:00,"102945,00"
18/11/2021 00:00:00,"102524,00"
19/11/2021 00:00:00,"103035,00"
22/11/2021 00:00:00,"102122,00"
23/11/2021 00:00:00,"103663,00"
24/11/2021 00:00:00,"104514,00"
25/11/2021 00:00:00,"105811,00"
26/11/2021 00:00:00,"102224,00"
29/11/2021 00:00:00,"102814,00"
30/11/2021 00:00:00,"101915,00"
01/12/2021 00:00:00,"100775,00"
02/12/2021 00:00:00,"104466,00"
03/12/2021 00:00:00,"105070,00"
06/12/2021 00:00:00,"106859,00"
07/12/2021 00:00:00,"107558,00"
08/12/2021 00:00:00,"108096,00"
09/12/2021 00:00:00,"106291,00"
10/12/2021 00:00:00,"107758,00"
13/12/2021 00:00:00,"107383,00"
14/12/2021 00:00:00,"106760,00"
15/12/2021 00:00:00,"107370,00"
16/12/2021 00:00:00,"108212,00"
17/12/2021 00:00:00,"107201,00"
20/12/2021 00:00:00,"105020,00"
21/12/2021 00:00:00,"105500,00"
22/12/2021 00:00:00,"105244,00"
23/12/2021 00:00:00,"104891,00"
27/12/2021 00:00:00,"105531,00"
28/12/2021 00:00:00,"104864,00"
29/12/2021 00:00:00,"104107,00"
30/12/2021 00:00:00,"104822,00"
03/01/2022 00:00:00,"103922,00"
04/01/2022 00:00:00,"103514,00"
05/01/2022 00:00:00,"101006,00"
06/01/2022 00:00:00,"101561,00"
07/01/2022 00:00:00,"102719,00"
10/01/2022 00:00:00,"101945,00"
11/01/2022 00:00:00,"103779,00"
12/01/2022 00:00:00,"105686,00"
13/01/2022 00:00:00,"105530,00"
14/01/2022 00:00:00,"106928,00"
17/01/2022 00:00:00,"106692,00"
18/01/2022 00:00:00,"106522,00"
19/01/2022 00:00:00,"108013,00"
20/01/2022 00:00:00,"109102,00"
21/01/2022 00:00:00,"108942,00"
24/01/2022 00:00:00,"107752,00"
25/01/2022 00:00:00,"109845,00"
26/01/2022 00:00:00,"111573,00"
27/01/2022 00:00:00,"112315,00"
28/01/2022 00:00:00,"111478,00"
31/01/2022 00:00:00,"112388,00"
01/02/2022 00:00:00,"113147,00"
02/02/2022 00:00:00,"112161,00"
03/02/2022 00:00:00,"111696,00"
04/02/2022 00:00:00,"112245,00"
07/02/2022 00:00:00,"111996,00"
08/02/2022 00:00:00,"112234,00"
09/02/2022 00:00:00,"112461,00"
10/02/2022 00:00:00,"113359,00"
11/02/2022 00:00:00,"113572,00"
14/02/2022 00:00:00,"113807,00"
15/02/2022 00:00:00,"114660,00"
16/02/2022 00:00:00,"115181,00"
17/02/2022 00:00:00,"113528,00"
18/02/2022 00:00:00,"112768,00"
21/02/2022 00:00:00,"111725,00"
22/02/2022 00:00:00,"112892,00"
23/02/2022 00:00:00,"112008,00"
24/02/2022 00:00:00,"111592,00"
25/02/2022 00:00:00,"113142,00"
02/03/2022 00:00:00,"115174,00"
03/03/2022 00:00:00,"115166,00"
04/03/2022 00:00:00,"114474,00"
07/03/2022 00:00:00,"111593,00"
08/03/2022 00:00:00,"111203,00"
09/03/2022 00:00:00,"113900,00"
10/03/2022 00:00:00,"113663,00"
11/03/2022 00:00:00,"111713,00"
14/03/2022 00:00:00,"109928,00"
15/03/2022 00:00:00,"108959,00"
16/03/2022 00:00:00,"111112,00"
17/03/2022 00:00:00,"113076,00"
18/03/2022 00:00:00,"115311,00"
21/03/2022 00:00:00,"116155,00"
22/03/2022 00:00:00,"117272,00"
23/03/2022 00:00:00,"117457,00"
24/03/2022 00:00:00,"119053,00"
25/03/2022 00:00:00,"119081,00"
28/03/2022 00:00:00,"118738,00"
29/03/2022 00:00:00,"120014,00"
30/03/2022 00:00:00,"120260,00"
31/03/2022 00:00:00,"119999,00"
01/04/2022 00:00:00,"121570,00"
04/04/2022 00:00:00,"121280,00"
05/04/2022 00:00:00,"118885,00"
06/04/2022 00:00:00,"118228,00"
07/04/2022 00:00:00,"118862,00"
08/04/2022 00:00:00,"118322,00"
11/04/2022 00:00:00,"116953,00"
12/04/2022 00:00:00,"116147,00"
13/04/2022 00:00:00,"116782,00"
14/04/2022 00:00:00,"116182,00"
18/04/2022 00:00:00,"115687,00"
19/04/2022 00:00:00,"115057,00"
20/04/2022 00:00:00,"114344,00"
22/04/2022 00:00:00,"111078,00"
25/04/2022 00:00:00,"110685,00"
26/04/2022 00:00:00,"108213,00"
27/04/2022 00:00:00,"109349,00"
28/04/2022 00:00:00,"109919,00"
29/04/2022 00:00:00,"107876,00"
02/05/2022 00:00:00,"106639,00"
03/05/2022 00:00:00,"106528,00"
04/05/2022 00:00:00,"108344,00"
05/05/2022 00:00:00,"105304,00"
06/05/2022 00:00:00,"105135,00"
09/05/2022 00:00:00,"103250,00"
10/05/2022 00:00:00,"103110,00"
11/05/2022 00:00:00,"104397,00"
12/05/2022 00:00:00,"105688,00"
13/05/2022 00:00:00,"106924,00"
16/05/2022 00:00:00,"108233,00"
17/05/2022 00:00:00,"108789,00"
18/05/2022 00:00:00,"106247,00"
19/05/2022 00:00:00,"107005,00"
20/05/2022 00:00:00,"108488,00"
23/05/2022 00:00:00,"110346,00"
24/05/2022 00:00:00,"110581,00"
25/05/2022 00:00:00,"110580,00"
26/05/2022 00:00:00,"111890,00"
27/05/2022 00:00:00,"111942,00"
30/05/2022 00:00:00,"111032,00"
31/05/2022 00:00:00,"111351,00"
01/06/2022 00:00:00,"111360,00"
02/06/2022 00:00:00,"112393,00"
03/06/2022 00:00:00,"111102,00"
06/06/2022 00:00:00,"110186,00"
07/06/2022 00:00:00,"110070,00"
08/06/2022 00:00:00,"108368,00"
09/06/2022 00:00:00,"107094,00"
10/06/2022 00:00:00,"105481,00"
13/06/2022 00:00:00,"102598,00"
14/06/2022 00:00:00,"102063,00"
15/06/2022 00:00:00,"102807,00"
17/06/2022 00:00:00,"99825,00"
20/06/2022 00:00:00,"99853,00"
21/06/2022 00:00:00,"99685,00"
22/06/2022 00:00:00,"99522,00"
23/06/2022 00:00:00,"98080,00"
24/06/2022 00:00:00,"98672,00"
27/06/2022 00:00:00,"100764,00"
28/06/2022 00:00:00,"100591,00"
29/06/2022 00:00:00,"99622,00"
30/06/2022 00:00:00,"98542,00"
01/07/2022 00:00:00,"98954,00"
04/07/2022 00:00:00,"98609,00"
05/07/2022 00:00:00,"98295,00"
06/07/2022 00:00:00,"98719,00"
07/07/2022 00:00:00,"100730,00"
08/07/2022 00:00:00,"100289,00"
11/07/2022 00:00:00,"98212,00"
12/07/2022 00:00:00,"98271,00"
13/07/2022 00:00:00,"97881,00"
14/07/2022 00:00:00,"96121,00"
15/07/2022 00:00:00,"96551,00"
18/07/2022 00:00:00,"96916,00"
19/07/2022 00:00:00,"98245,00"
20/07/2022 00:00:00,"98287,00"
21/07/2022 00:00:00,"99033,00"
22/07/2022 00:00:00,"98925,00"
25/07/2022 00:00:00,"100270,00"
26/07/2022 00:00:00,"99772,00"
27/07/2022 00:00:00,"101438,00"
28/07/2022 00:00:00,"102597,00"
29/07/2022 00:00:00,"103165,00"
01/08/2022 00:00:00,"102225,00"
02/08/2022 00:00:00,"103362,00"
03/08/2022 00:00:00,"103775,00"
04/08/2022 00:00:00,"105892,00"
05/08/2022 00:00:00,"106472,00"
08/08/2022 00:00:00,"108402,00"
09/08/2022 00:00:00,"108651,00"
10/08/2022 00:00:00,"110236,00"
11/08/2022 00:00:00,"109718,00"
12/08/2022 00:00:00,"112764,00"
15/08/2022 00:00:00,"113032,00"
16/08/2022 00:00:00,"113512,00"
17/08/2022 00:00:00,"113708,00"
18/08/2022 00:00:00,"113813,00"
19/08/2022 00:00:00,"111496,00"
22/08/2022 00:00:00,"110501,00"
23/08/2022 00:00:00,"112857,00"
24/08/2022 00:00:00,"112898,00"
25/08/2022 00:00:00,"113532,00"
26/08/2022 00:00:00,"112299,00"
29/08/2022 00:00:00,"112323,00"
30/08/2022 00:00:00,"110431,00"
31/08/2022 00:00:00,"109523,00"
01/09/2022 00:00:00,"110405,00"
02/09/2022 00:00:00,"110864,00"
05/09/2022 00:00:00,"112203,00"
06/09/2022 00:00:00,"109764,00"
08/09/2022 00:00:00,"109916,00"
09/09/2022 00:00:00,"112300,00"
12/09/2022 00:00:00,"113407,00"
13/09/2022 00:00:00,"110794,00"
14/09/2022 00:00:00,"110547,00"
15/09/2022 00:00:00,"109954,00"
16/09/2022 00:00:00,"109280,00"
19/09/2022 00:00:00,"111824,00"
20/09/2022 00:00:00,"112517,00"
21/09/2022 00:00:00,"111936,00"
22/09/2022 00:00:00,"114070,00"
23/09/2022 00:00:00,"111716,00"
26/09/2022 00:00:00,"109114,00"
27/09/2022 00:00:00,"108376,00"
28/09/2022 00:00:00,"108451,00"
29/09/2022 00:00:00,"107664,00"
30/09/2022 00:00:00,"110037,00"
03/10/2022 00:00:00,"116134,00"
04/10/2022 00:00:00,"116230,00"
05/10/2022 00:00:00,"117198,00"
06/10/2022 00:00:00,"117561,00"
07/10/2022 00:00:00,"116375,00"
10/10/2022 00:00:00,"115941,00"
11/10/2022 00:00:00,"114827,00"
13/10/2022 00:00:00,"114300,00"
14/10/2022 00:00:00,"112072,00"
17/10/2022 00:00:00,"113624,00"
18/10/2022 00:00:00,"115743,00"
19/10/2022 00:00:00,"116274,00"
20/10/2022 00:00:00,"117171,00"
21/10/2022 00:00:00,"119929,00"
24/10/2022 00:00:00,"116013,00"
25/10/2022 00:00:00,"114626,00"
26/10/2022 00:00:00,"112764,00"
27/10/2022 00:00:00,"114641,00"
28/10/2022 00:00:00,"114539,00"
31/10/2022 00:00:00,"116037,00"
01/11/2022 00:00:00,"116929,00"
03/11/2022 00:00:00,"116896,00"
04/11/2022 00:00:00,"118155,00"
07/11/2022 00:00:00,"115342,00"
08/11/2022 00:00:00,"116160,00"
09/11/2022 00:00:00,"113580,00"
10/11/2022 00:00:00,"109775,00"
11/11/2022 00:00:00,"112253,00"
14/11/2022 00:00:00,"113161,00"
16/11/2022 00:00:00,"110243,00"
17/11/2022 00:00:00,"109703,00"
18/11/2022 00:00:00,"108880,00"
21/11/2022 00:00:00,"109748,00"
22/11/2022 00:00:00,"109037,00"
23/11/2022 00:00:00,"108683,00"
24/11/2022 00:00:00,"111831,00"
25/11/2022 00:00:00,"108977,00"
28/11/2022 00:00:00,"108782,00"
29/11/2022 00:00:00,"110910,00"
30/11/2022 00:00:00,"112486,00"
01/12/2022 00:00:00,"110926,00"
02/12/2022 00:00:00,"111924,00"
05/12/2022 00:00:00,"109401,00"
06/12/2022 00:00:00,"109533,00"
07/12/2022 00:00:00,"109361,00"
08/12/2022 00:00:00,"107245,00"
09/12/2022 00:00:00,"107689,00"
12/12/2022 00:00:00,"105264,00"
13/12/2022 00:00:00,"103892,00"
14/12/2022 00:00:00,"103803,00"
15/12/2022 00:00:00,"103738,00"
16/12/2022 00:00:00,"102825,00"
19/12/2022 00:00:00,"104530,00"
20/12/2022 00:00:00,"106979,00"
21/12/2022 00:00:00,"107313,00"
22/12/2022 00:00:00,"107317,00"
23/12/2022 00:00:00,"109698,00"
26/12/2022 00:00:00,"108738,00"
27/12/2022 00:00:00,"108347,00"
28/12/2022 00:00:00,"110237,00"
29/12/2022 00:00:00,"110031,00"
02/01/2023 00:00:00,"106376,00"
03/01/2023 00:00:00,"104166,00"
04/01/2023 00:00:00,"105334,00"
05/01/2023 00:00:00,"107518,00"
06/01/2023 00:00:00,"108836,00"
09/01/2023 00:00:00,"109227,00"
10/01/2023 00:00:00,"110912,00"
11/01/2023 00:00:00,"111763,00"
12/01/2023 00:00:00,"111877,00"
13/01/2023 00:00:00,"110916,00"
16/01/2023 00:00:00,"109213,00"
17/01/2023 00:00:00,"111439,00"
18/01/2023 00:00:00,"112452,00"
19/01/2023 00:00:00,"113006,00"
20/01/2023 00:00:00,"112301,00"
23/01/2023 00:00:00,"111709,00"
24/01/2023 00:00:00,"113028,00"
25/01/2023 00:00:00,"114195,00"
26/01/2023 00:00:00,"114109,00"
27/01/2023 00:00:00,"112502,00"
30/01/2023 00:00:00,"111888,00"
31/01/2023 00:00:00,"113532,00"
01/02/2023 00:00:00,"112303,00"
02/02/2023 00:00:00,"109935,00"
03/02/2023 00:00:00,"108490,00"
06/02/2023 00:00:00,"108456,00"
07/02/2023 00:00:00,"107920,00"
08/02/2023 00:00:00,"109882,00"
09/02/2023 00:00:00,"107783,00"
10/02/2023 00:00:00,"108150,00"
13/02/2023 00:00:00,"108846,00"
14/02/2023 00:00:00,"107659,00"
15/02/2023 00:00:00,"109442,00"
16/02/2023 00:00:00,"109905,00"
17/02/2023 00:00:00,"109303,00"
22/02/2023 00:00:00,"107152,00"
23/02/2023 00:00:00,"107720,00"
24/02/2023 00:00:00,"105873,00"
27/02/2023 00:00:00,"105711,00"
28/02/2023 00:00:00,"104932,00"
01/03/2023 00:00:00,"104385,00"
02/03/2023 00:00:00,"103326,00"
03/03/2023 00:00:00,"103866,00"
06/03/2023 00:00:00,"104700,00"
07/03/2023 00:00:00,"104228,00"
08/03/2023 00:00:00,"106540,00"
09/03/2023 00:00:00,"105071,00"
10/03/2023 00:00:00,"103618,00"
13/03/2023 00:00:00,"103121,00"
14/03/2023 00:00:00,"102932,00"
15/03/2023 00:00:00,"102675,00"
16/03/2023 00:00:00,"103435,00"
17/03/2023 00:00:00,"101982,00"
20/03/2023 00:00:00,"100923,00"
21/03/2023 00:00:00,"100998,00"
22/03/2023 00:00:00,"100221,00"
23/03/2023 00:00:00,"97926,00"
24/03/2023 00:00:00,"98829,00"
27/03/2023 00:00:00,"99670,00"
28/03/2023 00:00:00,"101185,00"
29/03/2023 00:00:00,"101793,00"
30/03/2023 00:00:00,"103713,00"
31/03/2023 00:00:00,"101882,00"
03/04/2023 00:00:00,"101506,00"
04/04/2023 00:00:00,"101869,00"
05/04/2023 00:00:00,"100978,00"
06/04/2023 00:00:00,"100822,00"
10/04/2023 00:00:00,"101847,00"
11/04/2023 00:00:00,"106214,00"
12/04/2023 00:00:00,"106890,00"
13/04/2023 00:00:00,"106458,00"
14/04/2023 00:00:00,"106279,00"
17/04/2023 00:00:00,"106016,00"
18/04/2023 00:00:00,"106163,00"
19/04/2023 00:00:00,"103913,00"
20/04/2023 00:00:00,"104367,00"
24/04/2023 00:00:00,"103947,00"
25/04/2023 00:00:00,"103220,00"
26/04/2023 00:00:00,"102312,00"
27/04/2023 00:00:00,"102923,00"
28/04/2023 00:00:00,"104432,00"
02/05/2023 00:00:00,"101927,00"
03/05/2023 00:00:00,"101797,00"
04/05/2023 00:00:00,"102174,00"
05/05/2023 00:00:00,"105148,00"
08/05/2023 00:00:00,"106042,00"
09/05/2023 00:00:00,"107114,00"
10/05/2023 00:00:00,"107448,00"
11/05/2023 00:00:00,"108256,00"
12/05/2023 00:00:00,"108464,00"
15/05/2023 00:00:00,"109029,00"
16/05/2023 00:00:00,"108194,00"
17/05/2023 00:00:00,"109460,00"
18/05/2023 00:00:00,"110108,00"
19/05/2023 00:00:00,"110745,00"
22/05/2023 00:00:00,"110213,00"
23/05/2023 00:00:00,"109929,00"
24/05/2023 00:00:00,"108800,00"
25/05/2023 00:00:00,"110054,00"
26/05/2023 00:00:00,"110906,00"
29/05/2023 00:00:00,"110333,00"
30/05/2023 00:00:00,"108967,00"
31/05/2023 00:00:00,"108335,00"
01/06/2023 00:00:00,"110565,00"
02/06/2023 00:00:00,"112558,00"
05/06/2023 00:00:00,"112696,00"
06/06/2023 00:00:00,"114610,00"
07/06/2023 00:00:00,"115488,00"
09/06/2023 00:00:00,"117019,00"
12/06/2023 00:00:00,"117336,00"
13/06/2023 00:00:00,"116743,00"
14/06/2023 00:00:00,"119069,00"
15/06/2023 00:00:00,"119221,00"
16/06/2023 00:00:00,"118758,00"
19/06/2023 00:00:00,"119858,00"
20/06/2023 00:00:00,"119622,00"
21/06/2023 00:00:00,"120420,00"
22/06/2023 00:00:00,"118934,00"
23/06/2023 00:00:00,"118977,00"
26/06/2023 00:00:00,"118243,00"
27/06/2023 00:00:00,"117523,00"
28/06/2023 00:00:00,"116681,00"
29/06/2023 00:00:00,"118383,00"
30/06/2023 00:00:00,"118087,00"
03/07/2023 00:00:00,"119673,00"
04/07/2023 00:00:00,"119076,00"
05/07/2023 00:00:00,"119549,00"
06/07/2023 00:00:00,"117426,00"
07/07/2023 00:00:00,"118898,00"
10/07/2023 00:00:00,"117942,00"
11/07/2023 00:00:00,"117220,00"
12/07/2023 00:00:00,"117666,00"
13/07/2023 00:00:00,"119264,00"
14/07/2023 00:00:00,"117711,00"
17/07/2023 00:00:00,"118219,00"
18/07/2023 00:00:00,"117841,00"
19/07/2023 00:00:00,"117552,00"
20/07/2023 00:00:00,"118083,00"
21/07/2023 00:00:00,"120217,00"
24/07/2023 00:00:00,"121342,00"
25/07/2023 00:00:00,"122008,00"
26/07/2023 00:00:00,"122560,00"
27/07/2023 00:00:00,"119990,00"
28/07/2023 00:00:00,"120187,00"
31/07/2023 00:00:00,"121943,00"
01/08/2023 00:00:00,"121248,00"
02/08/2023 00:00:00,"120859,00"
03/08/2023 00:00:00,"120586,00"
04/08/2023 00:00:00,"119508,00"
07/08/2023 00:00:00,"119380,00"
08/08/2023 00:00:00,"119090,00"
09/08/2023 00:00:00,"118409,00"
10/08/2023 00:00:00,"118350,00"
11/08/2023 00:00:00,"118065,00"
14/08/2023 00:00:00,"116810,00"
15/08/2023 00:00:00,"116171,00"
16/08/2023 00:00:00,"115592,00"
17/08/2023 00:00:00,"114982,00"
18/08/2023 00:00:00,"115409,00"
21/08/2023 00:00:00,"114429,00"
22/08/2023 00:00:00,"116156,00"
23/08/2023 00:00:00,"118135,00"
24/08/2023 00:00:00,"117026,00"
25/08/2023 00:00:00,"115837,00"
28/08/2023 00:00:00,"117121,00"
29/08/2023 00:00:00,"118404,00"
30/08/2023 00:00:00,"117535,00"
31/08/2023 00:00:00,"115742,00"
01/09/2023 00:00:00,"117893,00"
04/09/2023 00:00:00,"117777,00"
05/09/2023 00:00:00,"117331,00"
06/09/2023 00:00:00,"115985,00"
08/09/2023 00:00:00,"115313,00"
11/09/2023 00:00:00,"116883,00"
12/09/2023 00:00:00,"117968,00"
13/09/2023 00:00:00,"118176,00"
14/09/2023 00:00:00,"119392,00"
15/09/2023 00:00:00,"118758,00"
18/09/2023 00:00:00,"118288,00"
19/09/2023 00:00:00,"117846,00"
20/09/2023 00:00:00,"118695,00"
21/09/2023 00:00:00,"116145,00"
22/09/2023 00:00:00,"116009,00"
25/09/2023 00:00:00,"115925,00"
26/09/2023 00:00:00,"114193,00"
27/09/2023 00:00:00,"114327,00"
28/09/2023 00:00:00,"115731,00"
29/09/2023 00:00:00,"116565,00"
02/10/2023 00:00:00,"115057,00"
03/10/2023 00:00:00,"113419,00"
04/10/2023 00:00:00,"113607,00"
05/10/2023 00:00:00,"113284,00"
